"","Open","High","Low","Close","Volume"
"2021-01-06",179990,197555,177210,196635,282.032123
"2021-01-05",169825,182966,159769,179972,229.906169
"2021-01-04",173504,175981,150000,169820,245.309328
"2021-01-03",168885,180925,167897,173503,172.847918
"2021-01-02",153478,173900,152171,168784,187.818367
"2021-01-01",152056,154167,150911,153480,58.948617
"2020-12-31",151605,153360,147190,151825,99.347899
"2020-12-30",143085,151784,142600,151664,156.57296
"2020-12-29",143425,143445,137338,142980,122.59611
"2020-12-28",138357,144680,137455,143325,119.25797
"2020-12-27",139329,149500,130000,138343,139.800706
"2020-12-26",129128,141000,127600,139329,98.306168
"2020-12-25",124100,129785,122610,129140,71.414239
"2020-12-24",122392,124254,119800,124108,61.468056
"2020-12-23",122880,124554,119012,122551,113.417999
"2020-12-22",117639,122953,115507,122925,74.698938
"2020-12-21",119974,122297,114633,117651,97.278315
"2020-12-20",121176,122921,117566,120002,68.19353
"2020-12-19",117718,122660,116300,121176,53.936189
"2020-12-18",115099,117939,113434,117634,83.805699
"2020-12-17",107761,118811,106520,115047,193.683103
"2020-12-16",99322,108900,98700,107994,148.700367
"2020-12-15",98700,1e+05,97670,99332,52.879379
"2020-12-14",97500,99000,96200,98700,49.087584
"2020-12-13",96078,98927,95803,97543,27.697344
"2020-12-12",92135,96788,91893,96052,38.107519
"2020-12-11",92969,92969,89476,92042,87.534569
"2020-12-10",96799,96807,92200,92947,85.130334
"2020-12-09",94894,97124,91378,96684,56.749379
"2020-12-08",98570,98794,94329,95079,65.268746
"2020-12-07",100177,100400,97100,98679,41.281014
"2020-12-06",99435,100373,98060,100126,22.360007
"2020-12-05",96971,99500,96395,99497,17.706703
"2020-12-04",100550,101050,96624,97088,90.452873
"2020-12-03",100612,102142,99401,100561,63.529468
"2020-12-02",99115,101499,97273,100555,76.535314
"2020-12-01",104932,105500,96913,99124,101.918485
"2020-11-30",98200,106251,98200,104999,82.114522
"2020-11-29",95971,99000,94942,98066,26.267791
"2020-11-28",92912,96550,91307,95887,32.517919
"2020-11-27",93482,94929,89003,92867,114.060083
"2020-11-26",100599,101841,80000,93482,212.303425
"2020-11-25",104469,105426,99999,100805,75.893256
"2020-11-24",100553,106089,98750,104504,84.170582
"2020-11-23",99941,102000,98181,100572,46.39791
"2020-11-22",100862,101409,96230,100074,28.566044
"2020-11-21",100700,101935,99445,100870,21.162159
"2020-11-20",95670,101407,95268,100700,48.565317
"2020-11-19",96221,97500,93865,95655,48.712126
"2020-11-18",94925,99151,92000,96031,110.75342
"2020-11-17",91030,96439,90250,94965,87.253409
"2020-11-16",88231,92182,87787,90963,39.068688
"2020-11-15",88947,89267,87382,88394,10.783433
"2020-11-14",89966,90050,87325,88932,19.202403
"2020-11-13",89341,90236,87595,90032,55.072808
"2020-11-12",86379,89991,85040,89292,54.693562
"2020-11-11",85483,89300,84817,86315,106.969211
"2020-11-10",83821,88000,83009,85337,64.760007
"2020-11-09",84351,86256,80439,83858,64.395561
"2020-11-08",80907,85334,80295,84488,25.459966
"2020-11-07",84981,85962,78164,80929,55.008206
"2020-11-06",87644,89646,83145,85124,48.722777
"2020-11-05",81191,88229,80929,87587,57.83197
"2020-11-04",81511,81733,78800,81197,25.915073
"2020-11-03",78865,81769,77296,81400,23.562322
"2020-11-02",79992,80346,76771,78730,11.350811
"2020-11-01",80132,80683,79308,79875,8.675342
"2020-10-31",78804,81693,78158,80237,26.458667
"2020-10-30",78620,79800,76704,78820,24.466124
"2020-10-29",77145,79609,75776,78624,22.791691
"2020-10-28",78520,79884,75000,77186,29.312422
"2020-10-27",74348,79610,74324,78649,28.274538
"2020-10-26",73791,75437,72850,74396,26.827698
"2020-10-25",74370,75675,73230,73985,14.326097
"2020-10-24",73284,74656,73106,74377,12.191321
"2020-10-23",72856,73590,72139,73395,17.475821
"2020-10-22",72600,74336,71866,73136,28.977222
"2020-10-21",67585,74836,67542,72600,46.838386
"2020-10-20",66703,67873,66398,67574,12.395854
"2020-10-19",65772,66865,65112,66642,13.220203
"2020-10-18",64867,65667,64867,65667,5.881325
"2020-10-17",64600,65025,64418,64665,1.891715
"2020-10-16",65334,65560,63650,64750,9.181026
"2020-10-15",64068,65764,63505,65314,10.530935
"2020-10-14",63920,64314,62677,64068,7.02546
"2020-10-13",63606,64059,46208,63921,2.876073
